岗位名称,评分
嵌入式软件工程师,684.1752033244722
投标实习生,659.8200250738564
开单客服,2837.9522680061873
决策规划算法实习生,5727.577045051918
招聘实习生,132380.614836688
产品项目助理,1596.0764398016013
通信工程师,1956.6139824177797
药物制剂研究员,9.4603273387231
国际贸易实习生,2.1396109384051707
药物合成实习生,1.4882936599352514
电气监理员,1958.0403897100496
药物制剂实习生,1.4882936599352514
药物分析研究员,9.4603273387231
药物合成研究员,12.531254628077283
药物分析实习生,1.4882936599352514
合成工程师,9.584100074053376
项目成本工程师-北京(A130613),6442.894734053827
人力资源实习生,19282.95751621837
央企采购实习生 可转正,106.56844822067906
移动安全研发工程师,71.30237938522133
数据分析实习生（效果广告） (MJ000995),261.4413824077665
开发实习生,68.4920269284629
剧本杀运营实习生,69.73437155046082
android开发,1971.9037116609134
合成工程师,9.584100074053376
财经公关实习生,1954.3505987440442
财经公关项目助理,1958.5060478855241
经理助理文秘,7.437456197175416
经理助理文秘,6.848025286370634
经理助理文秘,7.437456197175416
新媒体运营,7.437456197175416
新媒体运营,6.848025286370634
应届生/实习生+朝九晚六+无经验要求+双休,9.799603493388442
客户经理,142.96215352674815
发酵工程师/技术员,1951.6834432624994
31.影视后期包装(青岛),782.0607965359196
项目经理（储备）,1951.7453296301644
营销员,1951.6834432624994
质量控制岗(007429),1959.808682442464
电子学硬件工程师-谱仪-校招(LZ),1951.8072159978296
仓储管理员,1951.6834432624994
质量控制岗(007430),1959.808682442464
制冷工程师-谱仪-校招（LZ）,1951.8072159978296
测试技术岗(007431),1959.808682442464
客户经理,142.96215352674815
家具设计师助理,140.35688441286848
室内设计师助理,138.93047712059837
设计师助理,138.93047712059837
电子商务/网络营销,142.96215352674815
客户经理,141.7832917051386
网络客服/网络营销,142.96215352674815
船舶机械见习工程师,1957.4981287839867
船舶管路见习工程师,1957.2034133285842
文控专员/Document Controller,1955.715119668649
资金管理岗（24届校招）(J10421),39.11607986198193
污水处理工,40913.68578273851
新媒体营销【带薪寒暑假】,18.922926500771634
语文阅读老师【带薪寒暑假】,20.163674690046335
储备校区主管（管理岗位）,21.404422879321036
班主任/辅导员/教务,18.209722854636574
课程顾问【带薪寒暑假】,19.97801558705092
数学老师（小/初/高）-带薪寒暑假,20.87687833618139
数学老师【带薪寒暑假】,21.46630924698617
物理老师【带薪寒暑假】,21.46630924698617
食品生产管理,412.47852509561864
理财顾问,7.571089091249183
前厅部,16.81069830361111
材料研发储备工程师,1866.5721287318343
工艺储备工程师,1862.136680517875
销售储备工程师,1863.3155423394846
有机合成研发员,5.178084625940811
运营实习生,1955.715119668649
医学美容科医师,1957.079640593254
文控专员/Document Controller,1955.715119668649
船舶海洋工程结构工程师,1961.7626342778738
船舶电气见习工程师,1957.4981287839867
船体结构工程师,1957.4981287839867
新营销青年干部专属培训,41.07907261908073
深圳一线城市+提供住宿,41.07907261908073
不限经验和专业+导师一对一带教,40.489641708275954
客户经理(应届毕业生),1970.0471206309592
深圳——A0-3置业助理//无业绩考核,40.489641708275954
场地运营经理,1967.0999660769353
文字审核/实习生/可签三方,1954.5362578470395
企业文化专员,71.62168976142154
人事行政实习生,197.39000454192532
媒介实习生,85.12304417341001
财务实习生,4406.605618977792
英语运营支持,82.38319993234455
数据运营实习生,1955.7770060363143
AD数据质检实习技师,19283.0812889537
AI内容编辑（接受24届&周末双休）,647.716936024817
前台行政实习生,1955.1875751255095
Prompt 设计师-北京(A37479),6452.976945905174
测试开发实习生（base上海）,1956.6139824177797
测试工程师实习生（深圳）,68.67248518279567
内容运营（实习生）,1953.7611678332394
人力资源实习生,106.5851056608084
办公室文员,69.76887517688131
初级审计助理,9.985674146876912
后台岗周末休（接受24届 可开证明）,1287.070088051985
内容生态运营实习生,132.9003512418544
硬件工程师-谱仪-校招(LZ),1951.8072159978296
QA合规专员,1951.7453296301644
财务管理岗,1951.7453296301644
软件工程师-校招（LZ）,1951.8072159978296
QA现场专员,1951.6834432624994
客户质量管理岗(007432),1959.808682442464
嵌入式系统工程师-校招（LZ）,1951.8072159978296
QC微生物分析/仪器分析/理化分析/生化检测/取样,1951.6834432624994
29.影视后期包装(深圳),782.0607965359196
电子学硬件工程师-校招（LZ）,1951.8072159978296
医学工程处工程师,1951.7453296301644
肿瘤科物理师,1951.7453296301644
康复医学与理疗学医生,1951.8072159978296
麻醉护理,1951.7453296301644
营养品业务主管-乐山办,476.11855667659574
2024校园招聘工艺质量类岗位-星火计划(J13035),4.341108244475479
2024校园招聘设备技术类岗位-星火计划(J13036),4.341108244475479
2024校园招聘生产技术类岗位-星火计划(J13037),4.341108244475479
2024校园招聘工艺研发类岗位-Go Global计划(J13040),5.829401904410731
南阳师范学院2024年诚聘高层次人才启事,13.847206049316188
2024模拟类助理工程师,1286.0948138297601
2024光学类助理工程师,1286.0948138297601
ehs实习生（2024届毕业生）,41113.83347016336
2024机械类助理工程师,1286.0948138297601
qc检验管理/运营管理,1951.6834432624994
设备工程岗（生产)(007433),1959.808682442464
测试工程师-校招（LZ）,1951.8072159978296
工艺设备验证工程师,1951.6834432624994
人力资源管理,7712.5763695089145
化工工艺技术员,40286.372436428035
验证文件管理员,1951.6834432624994
设备工程岗（生产)(007434),1959.808682442464
链家23届校招生\无责底薪6000，无试用期月度晋升2.5w,75.92939517893527
IT工程师,1951.6834432624994
采购实习生(A252654),1955.7770060363143
硬件工程师,1959.808682442464
24届-C++研发工程师（厦门）,1965.0192206702234
来个眼神清澈的孩子~无销售打字岗,1287.070088051985
财务实习生,54.24775105670041
手机CTS测试实习生,1955.1875751255095
总经理助理（可实习应届）,1957.017754225589
售后支持实习生,786.4349790957896
人事实习生（在校生）,1954.5981442147047
室内设计,18.225561057711474
2024校园招聘财务运营类岗位-Go Global计划(J13042),5.829401904410731
2024校园招聘设备技术类岗位-Go Global计划(J13043),5.829401904410731
输血科技师,1951.7453296301644
康复医学科技师,1951.7453296301644
全科医学科医师（J12789）,1951.8072159978296
超声科医师,1951.7453296301644
输血科医师,1951.8072159978296
病理科医师,1951.8072159978296
心医师功能室,1951.7453296301644
血液内科医师,1951.8072159978296
宜宾分行—普惠客户经理岗,22338.439989413895
数据分析建模岗-校招,48202.269921002735
财务管理（24届校招）,5182.146244772932
计划管理（24届校招）,5182.146244772932
医学临床研究员,4631.756593365094
银行文职 交通补贴+全勤奖+五险一金,2839.560240997193
人事专员(J20693),860.3140120945145
CRA Intern-南昌（2025校招）,5608.152794043601
设备工程岗（生产)(007435),1959.808682442464
工艺工程师,1951.7453296301644
上市贝壳找房总部?新人无责底薪6000?无试用期?六险二金,75.92939517893527
安全工程师,1951.6834432624994
28.动效设计（C4D/UE）(青岛),782.0607965359196
总行岗位,1951.8072159978296
采购助理,1951.6834432624994
质量控制岗(007436),1959.808682442464
机械工程师,1951.7453296301644
实验岗（生产)(007437),1959.808682442464
药物合成研究员,12.531254628077283
药物分析实习生,1.4882936599352514
合成工程师,9.584100074053376
财经公关实习生,1954.3505987440442
财经公关项目助理,1958.5060478855241
经理助理文秘,7.437456197175416
经理助理文秘,6.848025286370634
经理助理文秘,7.437456197175416
新媒体运营,7.437456197175416
新媒体运营,6.848025286370634
媒介营销实习生,14.099422850151468
海外技术支持工程师（校招）,2838.3817802172002
整车功能测试工程师-汽车,9576.060944279441
内容经理助理管培生,44.54285666335941
数据分析师,81.10045073033496
游戏数值策划,139.55833581362143
人力资源实习生,647.3658796748949
【2024届】NLP算法工程师,1962.537724291674
用户运营、活动运营,1953.8849405685696
php实习生,11.611205116825385
急诊重症医师（校招）,1951.8072159978296
内科医师（校招）,1951.8072159978296
外科医师（校招）,1951.8072159978296
零售代表,261161.72371350718
眼科、耳鼻咽喉科研究生,1958.6917069885196
超声科研究生,1958.6917069885196
检验科研究生,1958.6917069885196
皮肤科研究生,1958.6917069885196
麻醉科研究生,1958.6917069885196
内科硕士研究生,1958.6917069885196
水产饲料业务员,2195.9515985048624
K4-运营实习生,19670.504919292947
数据标注专员,332.5026242962827
人力行政实习生,784.4136426928446
广告创意实习生,12.912944333055961
算法测试实习生（2025届）,12857.698496897025
品牌实习生,138.75347333299771
游戏社区运营,18.979669941988135
投放优化师（管培生方向）,171.2385138697654
会计实习生,34.91932981269553
应届生/实习生+朝九晚六+无经验要求+双休,9.799603493388442
客户经理,142.96215352674815
家具设计师助理,140.35688441286848
室内设计师助理,138.93047712059837
设计师助理,138.93047712059837
电子商务/网络营销,142.96215352674815
客户经理,141.7832917051386
网络客服/网络营销,142.96215352674815
船舶机械见习工程师,1957.4981287839867
船舶管路见习工程师,1957.2034133285842
无责底薪6000?六险二金?住宿（贝壳链家总部急聘）,75.92939517893527
原料药合成技术员,317.7067580773743
能源管理岗(007438),1959.808682442464
设备工程师,1951.7453296301644
临采岗(007439),1959.808682442464
QC理化分析师,317.7067580773743
物流规划岗(007440),1959.808682442464
工程调试,1951.6834432624994
21-23届应届生管培生/贝壳找房大平台/无责底薪6000,77.23202973587512
报关员(007441),1959.808682442464
餐饮部文员（实习）,1953.9161858359994
礼宾员,1954.5115032999734
财务管理,4.992425522945398
前台接待,1954.8309733024419
总机接待（实习）,1953.9161858359994
销售部助理,1953.9161858359994
健身中心接待（实习）,1953.6556589246113
市场部实习生,1953.9161858359994
健身中心接待（实习）,1953.9161858359994
桥梁检测监测工程师,75.85641786497912
礼宾员,1954.5115032999734
财务管理,4.992425522945398
前台接待,1954.8309733024419
总机接待（实习）,1953.9161858359994
销售部助理,1953.9161858359994
健身中心接待（实习）,1953.6556589246113
市场部实习生,1953.9161858359994
健身中心接待（实习）,1953.9161858359994
桥梁检测监测工程师,75.85641786497912
桥梁检测工程师,71.54474238635024
生殖医学中心硕士研究生,1958.6917069885196
四川OPPO 2024届校招营销管培生,70.66773792601178
银行文员 五险一金（接受实习生）,2841.6998519355984
24/25届实习生,25121.341850941233
文职招聘助理/前台,644.9557641775784
文职招聘助理/前台,644.9557641775784
租赁客户经理-接收应届生,10.375204184334583
河南工程学院人才招聘简章,13.847206049316188
社媒营销实习生,5182.146244772932
平台推广代表,1975.2467801517612
QC微生物分析师,317.7067580773743
工艺工程岗(007442),1959.808682442464
现场QA,317.7067580773743
招商营销岗,1951.7453296301644
设备工程师,317.7067580773743
招商营销岗,1951.7453296301644
工艺工程师,1956.6139824177797
技术支持工程师(24届Base上海),1111.600120986357
美宜佳24届校招管培生（市场类）,329.43754119923955
投放助理实习生,11.253805077396258
市场部实习生,124.85041709892039
HR实习生（文化&培训）(A11650),19283.20506168903
用户增长运营实习生(A51699),19283.20506168903
管培生（项目管理方向-长沙）,1743.32978596801
交个朋友OC实习生,10.774228735360055
金融管培生/可实习,15.927350153765532
高端招聘实习生,5491.813157788818
25届人力招聘实习（招聘交付）,327.06352576106667
人力资源实习生,665.0483027899236
网络协议分析研究员（西安）,1174.403983098253
空间运营（湖州）,19282.368085307564
服装设计助理（实习）,134.76548756023314
【作业帮】可实习-人力招聘专员,1956.6139824177797
品牌传播实习生,1955.1875751255095
花西子抖音直播投放实习生,335.61745379538723
急招/行政人事专员/地址：长风西街附近/学历本科以上，有经验者优先,36.544860782644
太原/晋源区/有经验优先/人事专员/3000+，五险/市妇幼斜对面,36.25014532724161
太原市晋源区/销售/底薪3K+高提成+综合1.5以上,41.16596809959857
客房文员（实习）,1953.9161858359994
餐饮部文员（实习）,1953.9161858359994
礼宾员,1954.5115032999734
财务管理,4.992425522945398
前台接待,1954.8309733024419
总机接待（实习）,1953.9161858359994
运营实习生,170.3327224913153
运营实习生,170.3327224913153
海外注册实习生(J11353),3938.7575037854976
上海-分级阅读教师（国际素养）(J38003),329.8088594052303
人力资源专员,75936.5917591263
业务代表-鄂尔多斯,645.9002214994205
数据运营,36.70811119711803
大模型实习生 (MJ002765),15961.146919686227
一年买车，两年买房，欢迎小白+师傅带教+上岗免费培训+住宿+底薪3000+高提成,39.0263571611934
急，管培生+底薪3000+提成75%综合5000以上+住宿+师傅带教+,39.0263571611934
一年买车，两年买房，欢迎小白+师傅带教+上岗免费培训+住宿+底薪3000+高提成,39.0263571611934
只招太原，房产管培生+底薪3000+提成75%+上岗培训+一对一师傅带+团建+旅游,42.93426083201292
行政文员,34.59090894723424
太原，长风西街西中环晋源/人事行政底薪3000+高提成+社保,36.421088047313724
急招/行政人事专员/地址：长风西街附近/学历本科以上，有经验者优先,36.544860782644
太原/晋源区/有经验优先/人事专员/3000+，五险/市妇幼斜对面,36.25014532724161
太原市晋源区/销售/底薪3K+高提成+综合1.5以上,41.16596809959857
客房文员（实习）,1953.9161858359994
编辑,1951.8072159978296
招商营销岗,1951.7453296301644
成本总账会计,1958.0403897100496
预算助理,1951.6834432624994
工艺工程岗(007443),1959.808682442464
设备工程师,1958.5060478855241
销售助理,1951.6834432624994
营销策划岗,1951.7453296301644
工艺员,1957.079640593254
只招太原，房产管培生+底薪3000+提成75%+上岗培训+一对一师傅带+团建+旅游,42.93426083201292
行政文员,34.59090894723424
太原，长风西街西中环晋源/人事行政底薪3000+高提成+社保,36.421088047313724
急招/行政人事专员/地址：长风西街附近/学历本科以上，有经验者优先,36.544860782644
太原/晋源区/有经验优先/人事专员/3000+，五险/市妇幼斜对面,36.25014532724161
太原市晋源区/销售/底薪3K+高提成+综合1.5以上,41.16596809959857
客房文员（实习）,1953.9161858359994
餐饮部文员（实习）,1953.9161858359994
礼宾员,1954.5115032999734
用户发展传播实习生,19281.65488166143
招聘实习生,310.1441157295315
自媒体,17.39775558602394
海洋工程项目工程师（管培生）,14271.069073448163
全过程工程咨询（优培生）,973.9616972358853
提供实习证明+签三方实习生,10.74447236572346
客户关系部实习生,1955.7770060363143
税务实习生,1953.8849405685696
2024校招-产品运营方向,8998.407727702142
语音运营实习生,132.9003512418544
小红书运营助理（24年应届生，经验不限）,23.45686063873574
电商运营实习生,4502.874000362829
新媒体运营实习生,968.7301199563883
算法实习生,38.686845349441114
嵌入式软件开发实习生,2617.625267397071
国内/国际解决方案销售经理（全国应届生）,28.37548574673889
hr实习生(招聘方向),1955.7770060363143
实习客服专员,9.173706878264277
运营调研（4K+奖金+过节福利）,17.13834197340364
移动端开发工程师（Android）-24届校招,101921.15026565765
一年买车，两年买房，欢迎小白+师傅带教+上岗免费培训+住宿+底薪3000+高提成,39.0263571611934
只招太原，房产管培生+底薪3000+提成75%+上岗培训+一对一师傅带+团建+旅游,42.93426083201292
行政文员,34.59090894723424
太原，长风西街西中环晋源/人事行政底薪3000+高提成+社保,36.421088047313724
急招/行政人事专员/地址：长风西街附近/学历本科以上，有经验者优先,36.544860782644
太原/晋源区/有经验优先/人事专员/3000+，五险/市妇幼斜对面,36.25014532724161
太原市晋源区/销售/底薪3K+高提成+综合1.5以上,41.16596809959857
客房文员（实习）,1953.9161858359994
餐饮部文员（实习）,1953.9161858359994
项目执行实习生（外勤）,21.143135135504906
彼芯学习教练（初中老师）,1292.7706866292044
小学素养教师,1292.0574829830693
理财规划师（财富管理方向管培生）,49845.76602979125
高中一对一老师（数理化）,1290.6310756907992
石药集团-行政储备生,3356.7248126077757
修图师（实习）,68.74149243563666
销售工程师,70.11993152680334
人力资源专员,115673.98690369206
知识产权,115673.44464276599
礼宾员,1954.5115032999734
财务管理,4.992425522945398
前台接待,1954.8309733024419
总机接待（实习）,1953.9161858359994
销售部助理,1953.9161858359994
健身中心接待（实习）,1953.6556589246113
市场部实习生,1953.9161858359994
健身中心接待（实习）,1953.9161858359994
桥梁检测监测工程师,75.85641786497912
桥梁检测工程师,71.54474238635024
工艺工程岗(007444),1959.808682442464
护士,1951.6834432624994
报关员(007441),1959.808682442464
研发员,1958.382275150194
临床医生,1951.7453296301644
工艺工程岗(007443),1959.808682442464
现场QA,1957.079640593254
诊断科医生,1951.7453296301644
质量控制岗(007405),1959.808682442464
采购员,1955.7770060363143
高曝光审核-小语种-远程,13.7705300806429
24校招-设计师（游戏、电影、机器人方向）,6444.291708580251
投资分析师,1961.824520645539
产品运营实习生,1955.7770060363143
Android开发工程师实习生(L1783),9570.850406051683
急招人工智能算法实习生,68.79863154651791
管理优化专员（2024届校招）(J21129),861.492873916124
助理咨询师 实习岗,1955.715119668649
测试,49.46377059455044
算法工程师实习生,1963.902245216279
IT实习生（24届）(A190386),37.73289351403135
软件开发工程师,9659.258927844707
实习生（电商客服）,35.36599896103443
投资管理部实习生,1953.8849405685696
市场实习生,11.996765093167909
法务实习生,132.714692138859
数据产品经理 实习生 (MJ000931),538.0549100483626
人力实习生,195.81449179768225
新媒体运营实习生,326.0226784451391
策略分析师（实习生）(J13014),15041.34888798609
数据分析（实习生）(J13013),15041.34888798609
用户运营（实习生）(J13012),15041.287001618426
理财运营（实习生）(J13011),15041.34888798609
电商运营实习生,1770.4438088089403
渠道运营（实习生）(J13010),15041.287001618426
校园大使,1287.0650574601239
班主任辅导员（应届生）,70.8283879161545
2024年应届毕业生,28041.880116367716
人事助理+包住宿,4.29109001877009
新媒体运营+包住宿,4.29109001877009
助理编辑+包住宿,4.29109001877009
人力资源实习生,3.9344881957025613
金融实习生+包住宿,4.352976386435228
前台,68.2782078885541
财税顾问+包住宿,4.352976386435228
管家,68.86763879935889
行政前台,4.29109001877009
公关实习生,4848.66207811679
销售专员,64.80383239518056
销售管培生,1953.8230542009044
医生助理,1951.7453296301644
采购管培生,1955.3113478608398
耳鼻喉医生,1951.7453296301644
业务管培生,1954.5981442147047
体检科护士,1951.6834432624994
物流管培生,1954.5981442147047
皮肤科住院医师（苏州院区）,1951.8072159978296
业务助理实习生,14784.794669477074
软件测试实习生,519.3230902743646
社群运营实习生,1954.4743714793744
人工智能课设实习生（CV&生成式AI方向）,10.255401510119457
总经办实习生,66.93869607680183
战略研究 实习生,216.98930333933694
UI设计实习生(APP),66.84705333950009
电商运营实习生,12533.867002007335
设计实习生,1290.4109129613835
AI产品经理,848.7697425539599
办公室内勤+包住宿,4.29109001877009
安环专员,320.4668135984171
 PLC 操作员,320.52869996608223
基础实验员,320.4668135984171
技术员（珠海）,320.52869996608223
营销员,319.58266723220993
销售代表,321.64567542002663
全媒体运营实习生,4.29109001877009
继电保护助理工程师,83.27456529516061
电气工程师,83.27456529516061
UI设计师(J12847),15041.34888798609
固收开发实习生(J12969),15041.287001618426
采购专员-校招,27.697243182834743
无人机算法工程师,998.447700221334
债券交易实习生(J12968),15041.34888798609
债券交易实习生(J12968),15041.34888798609
招聘运营实习生（至少实习6个月） (MJ002144),472.0297411595647
信用分析实习生(J12967),15041.34888798609
农业/林业技术员,573.9337731722666
hr实习生,325.43324753433427
行政实习生 「双休、氛围好环境棒」,22.80079610348192
新媒体运营,13.514815122739755
财务出纳实习生,1955.3113478608398
大模型算法实习生(J11077),1957.9785033423846
Marketing Intern,35.79874994281164
人力资源专员,3.4954145451110996
实施顾问助理,129.26203380309695
大模型算法实习生(A10865),442.95953745075644
管培生-总部国际业务营销方向,3608.0256786660516
医院行政职能科室,1951.7453296301644
研发工程师,1960.9256578964084
工艺工程岗(007410),1959.808682442464
信息科工程师,1951.6834432624994
技术支持,1957.792844239389
质量控制岗(007411),1959.808682442464
康复医师,1951.7453296301644
实验员,1957.017754225589
设备工程岗(007412),1959.808682442464
康复技师,1951.7453296301644
继电保护助理工程师,81.78627163522536
	电气工程师-装配,81.78627163522536
继电保护助理工程师,83.27456529516061
电气助理工程师,83.33645166282575
楼层管理方向（管培生）,1957.2034133285842
管理培训生（企划营销方向）,1957.079640593254
管理培训生（招商营运方向）,1957.079640593254
管理培训生（运营方向）,1957.079640593254
外贸跟单操作专员,5.3961973307547675
外贸业务专员,6.5750591523643305
综合管培生,1955.3732342285048
医学美容科住院医师（苏州院区）,1951.8072159978296
财务管培生,1954.5981442147047
医师,1951.7453296301644
招聘管理岗(J11259),11.50372417644876
设计实习生,11970.252326388949
管培生,668.3718018119745
营销管培生,668.3718018119745
研发工程师,669.8600954719097
单晶设备助理工程师,5018.600538841213
QC,571.9694616809172
系统运营岗(007413),1959.808682442464
健康管理科,1951.7453296301644
行政人员,1955.1256887578443
26.动效设计（C4D/UE）(深圳),782.0607965359196
医学检验科,1951.6834432624994
柜台销售,1955.1256887578443
彩超室医师,1951.7453296301644
工艺工程岗(007414),1959.808682442464
大堂经理,1955.1256887578443
食品应用销售销售工程师,6.822604623024881
畜牧营养保健销售工程师,6.822604623024881
销售代表/销售（国内）业务员,4.093562773814929
高级销售经理（国内）,5.3961973307547675
摄影师,7.692122553011815
影视后期制作,8.932870742286516
剧本文案,8.932870742286516
影视编导,9.831733491416985
行政专员,7.754008920676952
工艺助理工程师,5018.600538841213
【华南区】人力实习生(J31845),323.39002659001477
南京-高中历史教师(J37538),329.8088594052303
内科医生【500强】泰康燕园医院,1965.3905388762141
【500强】全科医生-泰康燕园,1951.7453296301644
脑病科医师,1951.8072159978296
骨伤二科医师,1951.8072159978296
针灸康复科医师,1951.8072159978296
护理（派遣制应届生）,1951.6834432624994
放射技师,1951.7453296301644
前台接待,3.620762692471726
中餐厅迎宾/咨客,3.9773645155392545
行李生,3.620762692471726
总经理助理,201.0028481328596
销售,201.22096083767354
新媒体运营,8.71033438447866
美工,8.957879855139211
中医科医师,1951.7453296301644
人事行政经理,1963.5928133779532
护士,1951.6834432624994
工艺工程岗(007416),1959.808682442464
工艺工程岗(007417),1959.808682442464
综合病区（住院部）医师,1951.7453296301644
网络人员,1955.001916022514
设备工程岗（生产)(007418),1959.808682442464
医学影像科技师,1951.6834432624994
导医人员,1954.4124851117092
大数据建模实习生（一周尽量5天）,478.71954548364357
4S店财务会计,35.145836231618524
监察专员实习岗,323.7585175757349
电商实习生,324.540728474711
政府事务实习生,7.713527249925056
海外内容运营实习生,132.0154066592856
作业帮hrbp行政部门招聘,1954.4743714793744
广告投放实习生,390.3258954465459
Web前端开发工程师（2024届校招）,332.5537394575151
平面设计师,12.398163272585329
兽医助理,131.88926029556342
人力实习生--招聘方向,325.4058647930897
采编撰稿实习生,1953.7611678332394
知识图谱实习生,14933.611786946767
后端开发实习生-国际化商业产品与技术,1295.3712084863
前端开发实习生-商业产品与技术,1295.3712084863
数据开发实习生-商业产品与技术,1294.4104593695045
管理培训生（MT）,4.272878187303244
java工程师,33774.06544088446
电气控制工程师,800.715948016395
产品运营实习生,1955.9007787716446
品类管理COE-北京(A166058),6444.910572256902
财务实习生,1183.0166378400934
英语翻译实习生-国际化,646.283407847371
人力资源实习生（双休+包三餐+可以转正）,359.16139379158176
西班牙语游戏翻译,94.86533452979592
国际化电商-知识产权方向实习生,645.8383351317553
Java开发实习生（商家）（北京）-【电商】,38565.329571587055
总经理助理,201.0028481328596
销售,201.22096083767354
新媒体运营,8.71033438447866
美工,8.957879855139211
销售经理,16.27859625545714
售前客服,9.889196206088222
公众号编辑,9.423538030613717
营销经理,11.068058027697788
产品实习生-新业务,647.709815139641
渠道投放实习生,1953.8849405685696
c++实习生,1959.9324551777943
人力招聘实习生,1955.7770060363143
人力资源实习生,133.15264396929882
招聘实习生,1955.7770060363143
C++软件研发工程师,123.11289196440059
前端开发实习生,1956.6139824177797
用户增长策略产品,1955.7770060363143
市场推广,2257.613034782753
市场督导,2257.551148415088
工程设计/项目管理,2011.8672049728648
计量工程师-东本零部件,100253.58705177472
生产质量技术岗（校园招聘）,1955.3113478608398
深圳综合粒子设施研究院2024届校园招聘公告,32.7631034755467
生产计划工程师-东本零部件,100253.58705177472
2024届工程管理岗（校招）,650.0806797537532
新媒体管培生,1997.6195523108731
项目实施工程师(24届实习生),37.04027532775509
实施顾问（实习生）,138.86189488259913
产品运营（实习生）,9.567984172505845
网络安全售前实习生,67.69115060614128
技术实习生,189.18936851429515
南京-软件开发工程师（24应届）,394.64674183495265
私募基金产品助理,75.0412997723058
推荐算法实习生,1959.9943415454595
产品实习生,24.59172432035701
管理储备-东风鸿泰,100250.73423719019
贝壳链家校园招聘\无责底薪6000\总部直聘,77.23202973587512
FOF投资助理,1952.5204196439647
销售管培生,1955.8388924039793
维信诺2024届校园大使,1961.824520645539
人力/运营类职位（河北固安/安徽合肥/广东广州/江苏昆山）,1961.824520645539
