id,专业名,人数,需求人数,薪资水平,行业情况
11,临床药学,2750.0,1903.9235152813287,148789.48632505495,采矿业:1.016700966283679,农林牧渔业:0.48626200295984745,制造业:2.557537213942851,电力、热力、燃气及水生产和供应业:0.19049402326345444,建筑业:0.039056537207216024,交通运输、仓储及邮电通信业:0.34729784820228815,教育业:1.4499999582767487,金融业:0.7114609237760305,居民服务、修理和其他服务业:0.08880841232894454,科学研究、技术服务和地质勘查业:0.2943410672742175,批发和零售业:3.9916201028972864,水利、环境和公共设施管理业:0.15187175013124943,卫生、社会保障和社会福利业:83.86999815702438,文化、体育和娱乐业:0.6771102547645569,信息传输、计算机服务和软件业:2.0571786677464843,住宿和餐饮业:0.16601723618805408,租赁和商务服务业:0.5742447276134044,房地产业:1.3299999758601189
12,交通工程,8500.0,-841.028263824006,122584.16061414263,采矿业:2.56566246971488,农林牧渔业:1.2270424515008926,制造业:21.59299819613807,电力、热力、燃气及水生产和供应业:0.4806996323168278,建筑业:0.09855611715465784,交通运输、仓储及邮电通信业:8.410000056028366,教育业:3.7700001150369644,金融业:2.8699999675154686,居民服务、修理和其他服务业:0.22410101373679936,科学研究、技术服务和地质勘查业:0.18576405418571085,批发和零售业:3.4577615093439817,水利、环境和公共设施管理业:0.38324438501149416,卫生、社会保障和社会福利业:4.564948054030538,文化、体育和娱乐业:1.7086551524698734,信息传输、计算机服务和软件业:6.442554929526523,住宿和餐饮业:0.41894372552633286,租赁和商务服务业:1.4490564994048327,房地产业:40.14999866485596
13,交通管理,950.0,-1012.2409189824891,134832.92154980623,采矿业:2.161604166030884,农林牧渔业:1.0337687097489834,制造业:7.377169563915231,电力、热力、燃气及水生产和供应业:0.4049859941005707,建筑业:0.08303244248963892,交通运输、仓储及邮电通信业:59.65999960899353,教育业:3.3399999141693115,金融业:0.729999987379415,居民服务、修理和其他服务业:0.18880260540754534,科学研究、技术服务和地质勘查业:0.1565055914397817,批发和零售业:8.064187690615654,水利、环境和公共设施管理业:0.3228842047974467,卫生、社会保障和社会福利业:3.845932148396969,文化、体育和娱乐业:1.4395360136404634,信息传输、计算机服务和软件业:7.269060530234128,住宿和餐饮业:0.3529632114805281,租赁和商务服务业:0.8395723125431687,房地产业:2.7300000190734863
14,交通运输,13000.0,-5855.906584085074,132456.79457641795,采矿业:3.1664508394896984,农林牧渔业:1.5142552554607391,制造业:29.71560457153828,电力、热力、燃气及水生产和供应业:0.5932251457124949,建筑业:0.12162536149844527,交通运输、仓储及邮电通信业:25.139999389648438,教育业:4.349999874830246,金融业:4.760000109672546,居民服务、修理和其他服务业:0.2765567180176731,科学研究、技术服务和地质勘查业:0.22925170051166788,批发和零售业:4.731817729771137,水利、环境和公共设施管理业:0.4729706794023514,卫生、社会保障和社会福利业:5.633527785539627,文化、体育和娱乐业:2.1086538094095886,信息传输、计算机服务和软件业:8.170798950595781,住宿和餐饮业:0.5170367774553597,租赁和商务服务业:1.7882353509776294,房地产业:6.7100003361701965
15,人力资源管理,39000.0,-3155.6043414756687,135444.85723790733,采矿业:5.468930676579475,农林牧渔业:2.6150472462177277,制造业:20.614848854893353,电力、热力、燃气及水生产和供应业:1.0244936682283878,建筑业:0.21004211157560349,交通运输、仓储及邮电通信业:1.8680337816476822,教育业:6.9131724536418915,金融业:2.8497659601271152,居民服务、修理和其他服务业:0.47760197921888903,科学研究、技术服务和地质勘查业:0.39592205866938457,批发和零售业:14.035932160913944,水利、环境和公共设施管理业:0.8168499916791916,卫生、社会保障和社会福利业:9.729001671075821,文化、体育和娱乐业:5.93933193013072,信息传输、计算机服务和软件业:11.562236642930657,住宿和餐饮业:3.190623316913843,租赁和商务服务业:3.088177600875497,房地产业:9.200000017881393
16,人文教育,550.0,17.345524783202016,143092.22871730872,采矿业:3.7401288747787476,农林牧渔业:1.7882665619254112,制造业:10.661432940833038,电力、热力、燃气及水生产和供应业:0.7005964405834675,建筑业:0.14363500522449613,交通运输、仓储及邮电通信业:2.8200000524520874,教育业:40.720000863075256,金融业:5.627930024638772,居民服务、修理和其他服务业:0.32660270007909276,科学研究、技术服务和地质勘查业:0.2707528881728649,批发和零售业:5.486500542610884,水利、环境和公共设施管理业:0.5586151499301195,卫生、社会保障和社会福利业:6.653124559670687,文化、体育和娱乐业:3.3921538153663278,信息传输、计算机服务和软件业:9.777732082875445,住宿和餐饮业:0.6107454653829336,租赁和商务服务业:2.1118016564287245,房地产业:4.610000178217888
17,人类学,125.0,-2.5012320598054747,143937.19923844934,采矿业:5.063636973500252,农林牧渔业:2.420821040868759,制造业:16.262340560206212,电力、热力、燃气及水生产和供应业:0.9484336711466312,建筑业:0.19444305216893554,交通运输、仓储及邮电通信业:1.7294824123382568,教育业:11.59999966621399,金融业:3.5421823151409626,居民服务、修理和其他服务业:4.755858935823198,科学研究、技术服务和地质勘查业:0.3665379132144153,批发和零售业:10.599091276526451,水利、环境和公共设施管理业:0.7562559563666582,卫生、社会保障和社会福利业:9.006638638675213,文化、体育和娱乐业:7.711896323598921,信息传输、计算机服务和软件业:16.959418426267803,住宿和餐饮业:0.8268490666523576,租赁和商务服务业:4.016097693238407,房地产业:3.240000084042549
18,休闲体育,5500.0,1158.26590899438,136190.72468431067,采矿业:1.1355082038789988,农林牧渔业:0.542853120714426,制造业:4.981692265937454,电力、热力、燃气及水生产和供应业:0.21268073469400406,建筑业:0.04360259626992047,交通运输、仓储及邮电通信业:0.3878311486914754,教育业:38.71000111103058,金融业:3.548469056840986,居民服务、修理和其他服务业:0.09916486160364002,科学研究、技术服务和地质勘查业:0.0821942314360058,批发和零售业:2.4677549488842487,水利、环境和公共设施管理业:0.16958717023953795,卫生、社会保障和社会福利业:2.019684645347297,文化、体育和娱乐业:34.65516167343594,信息传输、计算机服务和软件业:2.4595107839559205,住宿和餐饮业:2.7151609829161316,租赁和商务服务业:4.081439474248327,房地产业:1.6877034679055214
19,会展经济与管理,6500.0,1403.6194496020678,136627.50052614103,采矿业:3.777088224887848,农林牧渔业:1.8056068569421768,制造业:9.49815456478973,电力、热力、燃气及水生产和供应业:0.7074144203215837,建筑业:0.1450287876650691,交通运输、仓储及邮电通信业:1.2900476343929768,教育业:5.590000003576279,金融业:4.303604597225785,居民服务、修理和其他服务业:0.32983708806568757,科学研究、技术服务和地质勘查业:0.2733952336711809,批发和零售业:7.607483118772507,水利、环境和公共设施管理业:0.5640901159495115,卫生、社会保障和社会福利业:6.7178175784647465,文化、体育和娱乐业:8.794497838243842,信息传输、计算机服务和软件业:12.454622884979472,住宿和餐饮业:4.930000193417072,租赁和商务服务业:26.661336061079055,房地产业:4.549999907612801
20,会计学,100000.0,-7265.446865076573,135493.4977699051,采矿业:5.1086751744151115,农林牧渔业:2.441910281777382,制造业:16.728880048322026,电力、热力、燃气及水生产和供应业:0.9567291475832462,建筑业:0.19613837357610464,交通运输、仓储及邮电通信业:1.7448192462325096,教育业:6.457475572824478,金融业:6.112773530185223,居民服务、修理和其他服务业:0.4460746073164046,科学研究、技术服务和地质勘查业:0.36975373659515753,批发和零售业:13.830255530774593,水利、环境和公共设施管理业:0.7629221305251122,卫生、社会保障和社会福利业:9.085338190197945,文化、体育和娱乐业:3.401166060939431,信息传输、计算机服务和软件业:9.313950501382351,住宿和餐饮业:0.834184791892767,租赁和商务服务业:10.508957609999925,房地产业:11.699999868869781
21,传播学,4750.0,575.2499681719606,145315.83466724068,采矿业:3.2142688520252705,农林牧渔业:1.536319311708212,制造业:9.565615356405033,电力、热力、燃气及水生产和供应业:0.6019287742674351,建筑业:0.12340005487203598,交通运输、仓储及邮电通信业:1.0977950878441334,教育业:6.689999997615814,金融业:2.8750558383762836,居民服务、修理和其他服务业:0.2806467760819942,科学研究、技术服务和地质勘查业:0.23263330076588318,批发和零售业:7.737043499946594,水利、环境和公共设施管理业:0.4800036549568176,卫生、社会保障和社会福利业:5.716051161289215,文化、体育和娱乐业:24.270900152623653,信息传输、计算机服务和软件业:15.920786000788212,住宿和餐饮业:0.524845439940691,租赁和商务服务业:12.54270583158359,房地产业:6.589999794960022
22,伦理学,50.0,-5.7319944906721165,140207.26292129367,采矿业:5.533364601433277,农林牧渔业:2.644454874098301,制造业:15.671661632950418,电力、热力、燃气及水生产和供应业:1.0361196473240852,建筑业:0.21240864880383015,交通运输、仓储及邮电通信业:1.8898218870162964,教育业:15.479999780654907,金融业:8.109322842210531,居民服务、修理和其他服务业:0.48307716351700947,科学研究、技术服务和地质勘查业:0.4004463698947802,批发和零售业:4.645445058122277,水利、环境和公共设施管理业:0.8262830786406994,卫生、社会保障和社会福利业:9.839162603020668,文化、体育和娱乐业:6.678606732748449,信息传输、计算机服务和软件业:10.450532182585448,住宿和餐饮业:0.903498032130301,租赁和商务服务业:5.235792638268322,房地产业:9.960000216960907
23,体育教育,41000.0,-8883.244840901307,137386.90471922333,采矿业:5.028488673269749,农林牧渔业:2.402929961681366,制造业:13.122317551460583,电力、热力、燃气及水生产和供应业:0.9415063075721264,建筑业:0.19300967687740922,交通运输、仓储及邮电通信业:4.430000111460686,教育业:7.720000296831131,金融业:5.05990507081151,居民服务、修理和其他服务业:0.43895795388380066,科学研究、技术服务和地质勘查业:0.3638847920228727,批发和零售业:20.98629269748926,水利、环境和公共设施管理业:0.7508588954806328,卫生、社会保障和社会福利业:8.940649032592773,文化、体育和娱乐业:6.745660258457065,信息传输、计算机服务和软件业:9.166134358383715,住宿和餐饮业:0.8210433181375265,租赁和商务服务业:2.8383368626236916,房地产业:10.050000250339508
24,体育经济与管理,1250.0,-116.48658971828823,139489.47003452838,采矿业:4.558134451508522,农林牧渔业:2.177981287240982,制造业:15.267776394466637,电力、热力、燃气及水生产和供应业:0.8533818647265434,建筑业:0.17494186758995056,交通运输、仓储及邮电通信业:1.5566720627248287,教育业:9.149999916553497,金融业:8.305943524464965,居民服务、修理和其他服务业:0.39786640263628215,科学研究、技术服务和地质勘查业:0.3298294308478944,批发和零售业:7.5261385180056095,水利、环境和公共设施管理业:0.6806002929806709,卫生、社会保障和社会福利业:8.103770576417446,文化、体育和娱乐业:16.38423118274659,信息传输、计算机服务和软件业:8.996557357022539,住宿和餐饮业:0.7442312082275748,租赁和商务服务业:7.421939319465309,房地产业:7.370000332593918
25,侦查学,5500.0,-935.4364881508253,140247.40801915198,采矿业:6.427482143044472,农林牧渔业:3.0708014965057373,制造业:20.8711231869529,电力、热力、燃气及水生产和供应业:1.2032397091388702,建筑业:0.24665743112564087,交通运输、仓储及邮电通信业:2.1950429305434227,教育业:3.9099998772144318,金融业:8.740000054240227,居民服务、修理和其他服务业:0.5609665502561256,科学研究、技术服务和地质勘查业:0.46505687932949513,批发和零售业:7.497263699769974,水利、环境和公共设施管理业:0.9596694260835648,卫生、社会保障和社会福利业:11.425949819386005,文化、体育和娱乐业:6.439375504851341,信息传输、计算机服务和软件业:11.714602645952255,住宿和餐饮业:1.9474223721772432,租赁和商务服务业:8.155355229973793,房地产业:4.170000180602074
26,俄语,6500.0,-949.7127417123345,135314.3911890282,采矿业:8.64397268742323,农林牧渔业:2.122967876493931,制造业:13.536423925688723,电力、热力、燃气及水生产和供应业:0.8318680338561535,建筑业:0.17052519833669066,交通运输、仓储及邮电通信业:2.4700000882148743,教育业:11.509999632835388,金融业:3.107171831652522,居民服务、修理和其他服务业:0.3878200950566679,科学研究、技术服务和地质勘查业:0.3215254793758504,批发和零售业:23.056548926979303,水利、环境和公共设施管理业:0.6635068450123072,卫生、社会保障和社会福利业:7.899291161447763,文化、体育和娱乐业:5.46696106903255,信息传输、计算机服务和软件业:8.409023249987513,住宿和餐饮业:3.2345629297196865,租赁和商务服务业:2.507838443852961,房地产业:5.660000070929527
27,保险学,6500.0,-7316.078249139535,170489.81984714547,采矿业:1.9921423867344856,农林牧渔业:0.9512048214673996,制造业:5.005154406899237,电力、热力、燃气及水生产和供应业:0.3728134324774146,建筑业:0.0764076306950301,交通运输、仓储及邮电通信业:3.0799999833106995,教育业:1.7599999904632568,金融业:67.62000024318695,居民服务、修理和其他服务业:0.17378130578435957,科学研究、技术服务和地质勘查业:0.14408050483325496,批发和零售业:3.3461635932326317,水利、环境和公共设施管理业:0.2973653143271804,卫生、社会保障和社会福利业:3.5388474352657795,文化、体育和娱乐业:1.3256004604045302,信息传输、计算机服务和软件业:4.11834271508269,住宿和餐饮业:0.3251471614930779,租赁和商务服务业:2.7329372067470104,房地产业:3.139999881386757
28,信息与计算科学,23000.0,1607.7863587381562,180023.26414603207,采矿业:3.9945757016539574,农林牧渔业:1.907198689877987,制造业:10.707729748537531,电力、热力、燃气及水生产和供应业:0.7475132588297129,建筑业:0.15320044476538897,交通运输、仓储及邮电通信业:1.363540068268776,教育业:6.6600002348423,金融业:5.216943239793181,居民服务、修理和其他服务业:0.34843824396375567,科学研究、技术服务和地质勘查业:0.28889234527014196,批发和零售业:5.382020492106676,水利、环境和公共设施管理业:0.5962500814348459,卫生、社会保障和社会福利业:7.095542550086975,文化、体育和娱乐业:2.6579349651001394,信息传输、计算机服务和软件业:46.06523526017554,住宿和餐饮业:0.6519648130051792,租赁和商务服务业:2.253014745656401,房地产业:3.9099998772144318
29,信息安全,8500.0,1918.803133279952,199208.41706833584,采矿业:2.7491791173815727,农林牧渔业:1.312534138560295,制造业:7.9344317004142795,电力、热力、燃气及水生产和供应业:0.514442753046751,建筑业:0.10543277021497488,交通运输、仓储及邮电通信业:0.938421580940485,教育业:3.472573310136795,金融业:2.631457382813096,居民服务、修理和其他服务业:0.2397955599008128,科学研究、技术服务和地质勘查业:0.19881828920915723,批发和零售业:3.7040621042251587,水利、环境和公共设施管理业:0.4103489685803652,卫生、社会保障和社会福利业:4.88316616974771,文化、体育和娱乐业:1.82921695522964,信息传输、计算机服务和软件业:64.14688610821031,住宿和餐饮业:0.4486966645345092,租赁和商务服务业:1.5505207527894527,房地产业:2.930000051856041
30,信息对抗技术,650.0,136.8275246827932,188074.27881668392,采矿业:2.7881016954779625,农林牧渔业:1.331060752272606,制造业:15.952375729830237,电力、热力、燃气及水生产和供应业:0.5217085126787424,建筑业:0.10692119831219316,交通运输、仓储及邮电通信业:0.9517021477222443,教育业:2.380000054836273,金融业:1.947803609073162,居民服务、修理和其他服务业:0.24318062787642702,科学研究、技术服务和地质勘查业:0.20162731161690317,批发和零售业:3.756508743390441,水利、环境和公共设施管理业:0.41615115478634834,卫生、社会保障和社会福利业:4.952106578275561,文化、体育和娱乐业:1.8550638924352825,信息传输、计算机服务和软件业:56.42769057885744,住宿和餐饮业:0.4550452227704227,租赁和商务服务业:1.5724020777270198,房地产业:4.140559211373329
31,信息工程,6500.0,535.8072898287486,185804.17455347822,采矿业:3.7757622078061104,农林牧渔业:1.802469976246357,制造业:11.186943333450472,电力、热力、燃气及水生产和供应业:0.7064851932227612,建筑业:0.1447889138944447,交通运输、仓储及邮电通信业:1.288823876529932,教育业:3.109999932348728,金融业:5.462492164224386,居民服务、修理和其他服务业:0.32930626402958296,科学研究、技术服务和地质勘查业:0.27304087270749733,批发和零售业:5.0872281193733215,水利、环境和公共设施管理业:0.5635547451674938,卫生、社会保障和社会福利业:6.705972924828529,文化、体育和娱乐业:2.512106520589441,信息传输、计算机服务和软件业:51.31552153034136,住宿和餐饮业:0.6162332487292588,租赁和商务服务业:2.129276271443814,房地产业:2.9899999499320984
32,信息管理与信息系统,35000.0,-995.8376830701217,167442.77076826207,采矿业:4.938823543488979,农林牧渔业:2.357487939298153,制造业:16.298987934715115,电力、热力、燃气及水生产和供应业:0.9240424260497093,建筑业:0.18937329296022654,交通运输、仓储及邮电通信业:1.68580561876297,教育业:2.199999988079071,金融业:6.154913222417235,居民服务、修理和其他服务业:0.43070773826912045,科学研究、技术服务和地质勘查业:0.3571255336282775,批发和零售业:5.53263034671545,水利、环境和公共设施管理业:0.7371215149760246,卫生、社会保障和社会福利业:8.770928904414177,文化、体育和娱乐业:3.2857356127351522,信息传输、计算机服务和软件业:36.31538248155266,住宿和餐饮业:0.8060392457991838,租赁和商务服务业:2.7849082136526704,房地产业:6.2300000339746475
33,信息资源管理,550.0,-61.28816440890007,145387.50844525415,采矿业:5.735580064356327,农林牧渔业:2.7374770492315292,制造业:14.405822195112705,电力、热力、燃气及水生产和供应业:1.0730091482400894,建筑业:0.21989874076098204,交通运输、仓储及邮电通信业:1.957736723124981,教育业:7.400000095367432,金融业:6.539784278720617,居民服务、修理和其他服务业:0.5001331679522991,科学研究、技术服务和地质勘查业:0.41470430442132056,批发和零售业:9.391537122428417,水利、环境和公共设施管理业:0.8559936657547951,卫生、社会保障和社会福利业:10.184738598763943,文化、体育和娱乐业:5.377739714458585,信息传输、计算机服务和软件业:16.41274600988254,住宿和餐饮业:0.9360497817397118,租赁和商务服务业:6.477033148985356,房地产业:9.380000084638596
34,信用管理,1250.0,-668.5260232235987,157713.03422512408,采矿业:4.03303150087595,农林牧渔业:1.924775168299675,制造业:9.463387032155879,电力、热力、燃气及水生产和供应业:0.754462881013751,建筑业:0.15461569419130683,交通运输、仓储及邮电通信业:1.376592367887497,教育业:0.03999999898951501,金融业:36.75264595076442,居民服务、修理和其他服务业:0.35165433364454657,科学研究、技术服务和地质勘查业:0.2915921650128439,批发和零售业:6.574781890958548,水利、环境和公共设施管理业:0.6018861196935177,卫生、社会保障和社会福利业:7.161117717623711,文化、体育和娱乐业:2.6828214526176453,信息传输、计算机服务和软件业:10.969022597419098,住宿和餐饮业:0.6581850349903107,租赁和商务服务业:11.989429325331002,房地产业:4.21999990940094
35,光源与照明,550.0,119.15659895786939,158798.9859081715,采矿业:1.1226964183151722,农林牧渔业:0.5358014721423388,制造业:43.53703662745829,电力、热力、燃气及水生产和供应业:0.210021180100739,建筑业:0.0430405605584383,交通运输、仓储及邮电通信业:2.410000003874302,教育业:1.417800784111023,金融业:0.7841824670322239,居民服务、修理和其他服务业:0.09789041432668455,科学研究、技术服务和地质勘查业:0.08117118923109956,批发和零售业:4.894174821674824,水利、环境和公共设施管理业:0.16754912212491035,卫生、社会保障和社会福利业:1.9934490555897355,文化、体育和娱乐业:2.3031800286844373,信息传输、计算机服务和软件业:36.36246500245761,住宿和餐饮业:1.7395782051607966,租赁和商务服务业:0.6329908064799383,房地产业:1.6669625416398048
36,光电信息科学与工程,15000.0,2072.4722352733074,172108.66585201427,采矿业:3.324576001614332,农林牧渔业:1.5865588560700417,制造业:23.63614094138029,电力、热力、燃气及水生产和供应业:0.6218987982720137,建筑业:0.12744753621518612,交通运输、仓储及邮电通信业:1.1347617022693157,教育业:4.230000078678131,金融业:2.3219990078359842,居民服务、修理和其他服务业:0.2898632941651158,科学研究、技术服务和地质勘查业:0.24035938404267654,批发和零售业:4.479360859841108,水利、环境和公共设施管理业:0.49614314921200275,卫生、社会保障和社会福利业:5.902808532118797,文化、体育和娱乐业:2.2114571649581194,信息传输、计算机服务和软件业:43.14975870074704,住宿和餐饮业:0.5425614304840565,租赁和商务服务业:1.8743392312899232,房地产业:3.830000013113022
37,公共事业管理,19000.0,-4944.575501660608,139426.13975703373,采矿业:6.704683043062687,农林牧渔业:3.1991686671972275,制造业:15.873082693724427,电力、热力、燃气及水生产和供应业:1.2540447525680065,建筑业:0.2569899195805192,交通运输、仓储及邮电通信业:2.288436144590378,教育业:5.389999970793724,金融业:6.7414540797472,居民服务、修理和其他服务业:0.5844892453751527,科学研究、技术服务和地质勘查业:0.4846869152970612,批发和零售业:16.25805664807558,水利、环境和公共设施管理业:1.0005141608417034,卫生、社会保障和社会福利业:8.84123146533966,文化、体育和娱乐业:4.459447576664388,信息传输、计算机服务和软件业:11.840140412095934,住宿和餐饮业:1.0941537795588374,租赁和商务服务业:3.7794178118929267,房地产业:9.950000047683716
38,公共关系学,850.0,-19.504271151331913,139176.53138983677,采矿业:5.0613246858119965,农林牧渔业:2.4147937074303627,制造业:14.449189524748363,电力、热力、燃气及水生产和供应业:0.9465959854424,建筑业:0.19398205913603306,交通运输、仓储及邮电通信业:1.7275046557188034,教育业:5.9700001031160355,金融业:6.783633399754763,居民服务、修理和其他服务业:0.4411853209603578,科学研究、技术服务和地质勘查业:0.3658623871160671,批发和零售业:7.979684602469206,水利、环境和公共设施管理业:0.755250733345747,卫生、社会保障和社会福利业:8.984545338898897,文化、体育和娱乐业:6.759682181291282,信息传输、计算机服务和软件业:12.66834760317579,住宿和餐饮业:2.84611654933542,租赁和商务服务业:12.112308212090284,房地产业:9.539999812841415
